0.000,0.000,3.000,4.000,6.000,9.000,11.000,5.000,8.000,10.000,11.000,8.000,11.000,13.000,12.000,10.000,13.000,14.000,11.000,13.000,13.000,13.000,15.000,16.000,13.000,16.000,17.000,17.000,19.000,19.000,17.000,18.000,20.000,22.000,22.000,22.000,23.000,23.000,22.000,24.000,23.000,25.000,27.000,25.000,24.000,24.000,27.000,29.000,31.000,32.000,33.000,34.000,35.000,29.000,30.000,30.000
9999999.000,4.000,1.000,6.000,6.000,7.000,11.000,1.000,6.000,10.000,11.000,10.000,9.000,13.000,14.000,10.000,11.000,14.000,9.000,13.000,13.000,13.000,15.000,16.000,15.000,14.000,17.000,17.000,19.000,19.000,13.000,20.000,20.000,22.000,22.000,22.000,21.000,19.000,20.000,24.000,25.000,25.000,27.000,27.000,26.000,26.000,25.000,29.000,31.000,30.000,33.000,34.000,999999.000,999999.000,999999.000,999999.000
9999999.000,999999.000,6.000,5.000,9.000,8.000,10.000,6.000,3.000,7.000,12.000,7.000,10.000,10.000,13.000,13.000,12.000,13.000,6.000,10.000,14.000,14.000,14.000,17.000,14.000,17.000,14.000,18.000,18.000,18.000,18.000,17.000,21.000,21.000,23.000,23.000,22.000,22.000,21.000,23.000,24.000,24.000,26.000,28.000,25.000,29.000,26.000,28.000,32.000,31.000,32.000,33.000,36.000,999999.000,999999.000,999999.000
9999999.000,999999.000,6.000,1.000,7.000,8.000,8.000,8.000,3.000,9.000,12.000,7.000,10.000,10.000,13.000,11.000,12.000,13.000,10.000,12.000,14.000,12.000,14.000,17.000,10.000,17.000,16.000,18.000,18.000,20.000,20.000,13.000,21.000,23.000,21.000,21.000,22.000,22.000,21.000,21.000,24.000,26.000,26.000,26.000,25.000,27.000,26.000,26.000,30.000,31.000,32.000,33.000,999999.000,999999.000,999999.000,999999.000
9999999.000,999999.000,999999.000,8.000,8.000,11.000,9.000,9.000,8.000,4.000,7.000,10.000,9.000,7.000,12.000,12.000,15.000,12.000,13.000,9.000,11.000,13.000,15.000,16.000,15.000,14.000,19.000,17.000,19.000,19.000,19.000,20.000,18.000,22.000,22.000,24.000,25.000,21.000,20.000,22.000,23.000,25.000,21.000,27.000,28.000,28.000,31.000,27.000,31.000,32.000,33.000,26.000,35.000,37.000,999999.000,999999.000
9999999.000,999999.000,999999.000,8.000,6.000,11.000,9.000,11.000,8.000,6.000,9.000,10.000,9.000,5.000,12.000,10.000,15.000,12.000,13.000,7.000,13.000,11.000,15.000,16.000,15.000,14.000,19.000,15.000,19.000,17.000,19.000,20.000,20.000,22.000,22.000,24.000,25.000,23.000,22.000,24.000,23.000,25.000,23.000,25.000,28.000,26.000,31.000,29.000,29.000,32.000,33.000,30.000,999999.000,999999.000,999999.000,999999.000
9999999.000,999999.000,999999.000,7.000,1.000,8.000,10.000,8.000,9.000,7.000,12.000,11.000,8.000,8.000,11.000,5.000,12.000,13.000,14.000,12.000,14.000,8.000,12.000,13.000,14.000,13.000,18.000,18.000,18.000,18.000,18.000,21.000,17.000,23.000,23.000,23.000,22.000,18.000,21.000,23.000,22.000,24.000,24.000,24.000,27.000,27.000,28.000,28.000,26.000,31.000,32.000,33.000,34.000,999999.000,999999.000,999999.000
9999999.000,999999.000,999999.000,9.000,5.000,10.000,10.000,8.000,11.000,3.000,10.000,9.000,10.000,10.000,11.000,9.000,12.000,13.000,12.000,12.000,14.000,12.000,16.000,15.000,16.000,11.000,18.000,18.000,18.000,18.000,18.000,21.000,13.000,23.000,23.000,23.000,22.000,18.000,19.000,23.000,24.000,24.000,24.000,24.000,25.000,27.000,28.000,28.000,30.000,31.000,32.000,31.000,999999.000,999999.000,999999.000,999999.000
9999999.000,999999.000,999999.000,999999.000,10.000,9.000,1.000,11.000,10.000,10.000,7.000,10.000,11.000,11.000,8.000,12.000,13.000,8.000,15.000,13.000,11.000,13.000,15.000,12.000,17.000,16.000,15.000,17.000,17.000,13.000,21.000,22.000,22.000,20.000,20.000,20.000,19.000,19.000,22.000,22.000,23.000,25.000,25.000,23.000,26.000,26.000,29.000,29.000,29.000,32.000,33.000,34.000,27.000,37.000,36.000,999999.000
9999999.000,999999.000,999999.000,999999.000,10.000,9.000,5.000,11.000,10.000,10.000,5.000,8.000,9.000,11.000,10.000,12.000,13.000,6.000,13.000,13.000,11.000,13.000,15.000,10.000,15.000,16.000,17.000,17.000,17.000,17.000,21.000,20.000,22.000,20.000,20.000,20.000,21.000,19.000,22.000,22.000,23.000,25.000,25.000,23.000,28.000,26.000,29.000,31.000,29.000,30.000,31.000,34.000,999999.000,999999.000,999999.000,999999.000
